[Content] Create graphics package - Meet the Team Agent Videos,https://app.clickup.com/t/14292505/86e0aauu9,delivered,86e0aauu9
[ABM] Develop ABM Plan Document,https://app.clickup.com/t/14292505/86dzmrk8y,delivered,86dzmrk8y
[Content] Design LinkedIn Carousel and Text/Image Posts - A1 Athletes,https://app.clickup.com/t/14292505/86e0a3ady,delivered,86e0a3ady
[Paid Media] Develop image ad creative package - AdRoll,https://app.clickup.com/t/14292505/86e0a3fex,delivered,86e0a3fex
[Content] Design Social Media Templates,https://app.clickup.com/t/14292505/86e0jfd93,delivered,86e0jfd93
[Paid Media] Develop Paid Media Plan Document,https://app.clickup.com/t/14292505/86e04zycc,delivered,86e04zycc
[SEO/AEO] Set up SEO/AEO Dashboards & Reporting,https://app.clickup.com/t/14292505/86e03k9y8,delivered,86e03k9y8
[Paid Media] Develop Google Ads text ad creative package - Brand Campaign,https://app.clickup.com/t/14292505/86e07pajv,delivered,86e07pajv
[SEO/AEO] Redesign Blog Page,https://app.clickup.com/t/14292505/86e0htncb,delivered,86e0htncb
[Design] Develop Homepage Hero - Constance Schwartz,https://app.clickup.com/t/14292505/86e0yu400,delivered,86e0yu400
Tech stack - April,https://app.clickup.com/t/14292505/86e0m1g6g,delivered,86e0m1g6g
[Content] Gamma Briefing Template,https://app.clickup.com/t/14292505/86e0ycbgz,delivered,86e0ycbgz
[Operations] Develop Lead and Contact Follow Up Process,https://app.clickup.com/t/14292505/86e12jb8n,delivered,86e12jb8n
[Design] Homepage Hero Designs - Athletes,https://app.clickup.com/t/14292505/86e0zqddg,delivered,86e0zqddg
[SEO/AEO] Manage SEO & AEO (April),https://app.clickup.com/t/14292505/86e0m1jha,delivered,86e0m1jha
[Management] Facilitate Client Meetings - (April),https://app.clickup.com/t/14292505/86e0m1d7a,delivered,86e0m1d7a
[Paid Media] Image ad creative package - Constance Schwartz - AdRoll,https://app.clickup.com/t/14292505/86e0xy4c6,delivered,86e0xy4c6
[Paid Media] Manage paid media - (April),https://app.clickup.com/t/14292505/86e0m169c,delivered,86e0m169c
[Content] Geopolitical Pairings - Homepage Banner Design,https://app.clickup.com/t/14292505/86e12n03x,delivered,86e12n03x
[Operations - Prep phase] Develop Hubspot Plan,https://app.clickup.com/t/14292505/86e17zd14,delivered,86e17zd14
[Content] Create design & graphics package - Leadership Lessons,https://app.clickup.com/t/14292505/86dzwv6vt,delivered,86dzwv6vt
[Content] Create design and graphics package - Meet the team videos,https://app.clickup.com/t/14292505/86e0v4x3r,delivered,86e0v4x3r
[SEO/AEO] Redesign Blog Page,https://app.clickup.com/t/14292505/86e196zx0,delivered,86e196zx0
[Content] 86e158rtt - WSB - Leadership Lessons - Test,https://app.clickup.com/t/14292505/86e158rtt,delivered,86e158rtt
[Content] Develop web page - Geopolitical Speaker Pairings,https://app.clickup.com/t/14292505/86e0xxaet,delivered,86e0xxaet
Facilitate Client Meetings,https://app.clickup.com/t/14292505/86e181hre,delivered,86e181hre
Tech stack,https://app.clickup.com/t/14292505/86e1amfe3,delivered,86e1amfe3
[SEO/AEO] Manage SEO & AEO (May),https://app.clickup.com/t/14292505/86e1fa1kg,delivered,86e1fa1kg
[Paid Media] Manage paid media (May),https://app.clickup.com/t/14292505/86e18m5nz,delivered,86e18m5nz
[SEO/AEO] Ozan Varol: SEO & SEM Lead Data Report,https://app.clickup.com/t/14292505/86e1u99cp,delivered,86e1u99cp
[Content] Develop HubSpot email template - WSB Monthly Newsletter Template,https://app.clickup.com/t/14292505/86e1qfxx0,delivered,86e1qfxx0
[Paid Media] Develop Paid Media Report January - YTD '26,https://app.clickup.com/t/14292505/86e1u953e,delivered,86e1u953e
[Operations | Phase 1] Implement Foundational Structure,https://app.clickup.com/t/14292505/86e1p33zf,delivered,86e1p33zf
[Operations | Phase 2] Implement Build,https://app.clickup.com/t/14292505/86e1p35kn,delivered,86e1p35kn
[Content] Develop HubSpot email template - Speaker Launch Template,https://app.clickup.com/t/14292505/86e1qfz6y,delivered,86e1qfz6y
[Content] Develop HubSpot email template - Timely / Moment-Based Template,https://app.clickup.com/t/14292505/86e1qfzm8,delivered,86e1qfzm8
[Content] Develop HubSpot email template - Speaker Pairing Template,https://app.clickup.com/t/14292505/86e1qg07c,delivered,86e1qg07c
Attend WSB's Mkt Ops Meeting,https://app.clickup.com/t/14292505/86e1y11mz,delivered,86e1y11mz
[Paid Media] Set up paid media - AdRoll,https://app.clickup.com/t/14292505/86e0g9k36,delivered,86e0g9k36
WSB Homepage Memorial Banners (Alan Greenspan),https://app.clickup.com/t/14292505/86e1zh6a3,delivered,86e1zh6a3
"[Content] Develop HubSpot email template - “What’s New / Works” Template (Books, Projects, Updates)",https://app.clickup.com/t/14292505/86e1qfzbn,delivered,86e1qfzbn
[Operations] HubSpot Project Set Up,https://app.clickup.com/t/14292505/86e09wany,delivered,86e09wany
[Content] WSB - Leadership Lessons - Nick Epley & Gary Heil,https://app.clickup.com/t/14292505/86e1yad4k,delivered,86e1yad4k
[Content] Develop Evergreen Social Clips Workstream,https://app.clickup.com/t/14292505/86e1w0jtx,delivered,86e1w0jtx
[Operations] Create Custom Dashboards in Notion,https://app.clickup.com/t/14292505/86e1tz933,delivered,86e1tz933
[SEO/AEO] Manage SEO & AEO (June),https://app.clickup.com/t/14292505/86e1nmf2z,delivered,86e1nmf2z
Facilitate Client Meetings (June),https://app.clickup.com/t/14292505/86e0m1ayu,delivered,86e0m1ayu
Tech Stack (June),https://app.clickup.com/t/14292505/86e1p375y,delivered,86e1p375y
[Content] Manage content (June),https://app.clickup.com/t/14292505/86e0m1bd5,delivered,86e0m1bd5
[Paid Media] Manage paid media (June),https://app.clickup.com/t/14292505/86e1nkt65,delivered,86e1nkt65
"Investigate WSB HubSpot ""Contact Nickname"" Sync Issue",https://app.clickup.com/t/14292505/86e23xta0,delivered,86e23xta0
[Operations] Deploy EU Email Tracking Privacy & Create Audit List in Hubspot,https://app.clickup.com/t/14292505/86e282cex,delivered,86e282cex
[Dev/Design] HubSpot Rebuild: Legal Compliance Portals (Video & Photo),https://app.clickup.com/t/14292505/86e2c91vm,delivered,86e2c91vm
[Content] Develop Social Clips x 10,https://app.clickup.com/t/14292505/86e2d15f8,delivered,86e2d15f8
Update Email Newsletter Templates,https://app.clickup.com/t/14292505/86e2f4g0y,delivered,86e2f4g0y
Update LLFL podcast episode,https://app.clickup.com/t/14292505/86e2f53w8,delivered,86e2f53w8
[Paid Media] Manage paid media (July),https://app.clickup.com/t/14292505/86e1x6633,delivered,86e1x6633
Tech Stack (July),https://app.clickup.com/t/14292505/86e1x65k8,delivered,86e1x65k8
[Content] Manage content (July),https://app.clickup.com/t/14292505/86e1x68jg,delivered,86e1x68jg
Facilitate Client Meetings (July),https://app.clickup.com/t/14292505/86e1x69kw,delivered,86e1x69kw
[Content] 86e2fer81 - WSB - Leadership Lessons - Constance Schwartz-Morini,https://app.clickup.com/t/14292505/86e2fer81,delivered,86e2fer81
