contract_id;account_id;external_id;contract_name;contract_status;contract_type;engagement_type;amount;payment_type;monthly_points_allotment;contract_start_date;contract_end_date;contract_renewal_date;account_manager;team_manager;clickup_folder_id;quickbooks_customer_id;quickbooks_business_unit_id;customer_display_type;hosting;priority;created_at;updated_at;deal_id;contract_description;slack_channel_internal;slack_channel_external;dollar_per_hour;autorenewal;initial_term_length;subsequent_term_length;notice_period;next_invoice_date
7dff3524-f86a-490e-8bf6-280ac7251360;;MID20254834;Aquatic Informatics - Additional Q4 Marketing Services Support;active;project;tactical;12000;invoice;0;2025-11-01;;;;;90173553916;2185;193514801304854;points;false;Tier 3;2026-01-19 19:29:50.01533+00;2026-01-19 19:29:50.01533+00;46997573430;Additional support for Q4 marketing activities;;;;false;;;;2025-11-01
ad935bd4-9018-4225-ab4c-d7f2acc0d389;;MID20253604;Kersten Talent Capital - Aligned Growth Engine Launch;inactive;project;strategic;6000;invoice;60;2025-10-22;;;;;90173365046;2186;193514801304854;points;false;Tier 1;2026-01-19 19:29:51.079099+00;2026-01-19 19:29:51.079099+00;45725819544;Aligned Growth Engine Launch;;;;false;;;;
a4432135-29a2-431a-ae4d-fced9f29ef1c;;MID20258655;Powerhouse Gym - Hubspot Reseller;active;recurring;tactical;181.5;invoice;0;2025-03-25;;;;;;;193514801304854;points;true;Tier 4;2026-01-19 19:29:51.789251+00;2026-01-19 19:29:51.789251+00;34639415820;Resold Hubspot;;;;false;365;0;0;
9acf6183-59c3-485c-84c7-bbfe66a933c9;;MID20253679;MONTICELLOAM - Aligned Growth Engine Launch;inactive;project;strategic;0;invoice;0;2025-09-18;;;;;90172690314;;193514801304854;points;false;Tier 1;2026-01-19 19:29:52.839055+00;2026-01-19 19:29:52.839055+00;43694829316;Aligned Growth Engine Launch;;;;false;;;;
e50afe94-037e-49d6-8f2e-8c05ac7e3294;;MID20255120;Data Assessment Solutions - Ongoing Marketing Services;active;recurring;strategic;8000;invoice;80;2025-09-16;;;;;90172685723;2179;193514801304854;points;false;Tier 4;2026-01-19 19:29:53.52063+00;2026-01-19 19:29:53.52063+00;43542904929;"ABM; content for the U.S. market";;;;true;90;90;	-30;2026-02-01
12e1863a-0022-479c-ae57-a9b63ef09051;;MID20252540;ECRI - Whitepaper - Virtual Roundtables;inactive;project;tactical;0;invoice;0;2025-08-20;;;;;90172636086;;9341452190397078;points;false;Tier 4;2026-01-19 19:29:54.563807+00;2026-01-19 19:29:54.563807+00;41659516525;7000 designed white paper;;;;false;;;;
db49e7cc-d782-485e-9434-fda8c822f7da;;MID20258111;Friends & Family Capital;inactive;project;tactical;2000;invoice;20;2025-08-01;;;;;90172614095;903;123145757279014;points;false;Tier 4;2026-01-19 19:29:55.264794+00;2026-01-19 19:29:55.264794+00;39892885600;"Repurposing a webinar Based on conversations and information shared by Friends & Family Capital; we have prepared a  list of priorities for this content marketing services proposal. Services will include the following:  Intro/outro + intro/outro animations Graphics package Full length edited version Short clips for social";;;;false;;;;
4027d1ad-0a0b-4259-9d90-e600f428b56d;;MID20258984;Caxton - Podcast series;pending;project;tactical;12000;invoice;0;2025-08-01;;;;;XXXXXXXXXXX;902;;points;false;Tier 1;2026-01-19 19:29:56.311732+00;2026-01-19 19:29:56.311732+00;34631459448;A set of 12 podcast episodes to support a NYT book;;;;false;;;;
b827cc0e-5a1f-420d-8f3d-951078161099;;MID20251069;Ponce Bank - Website design and development;active;project;tactical;0;invoice;0;2025-07-11;;;;;90172561600;61;9341454074930384;points;false;Tier 4;2026-01-19 19:29:56.999732+00;2026-01-19 19:29:56.999732+00;35627608989;Develop new website (using Hubspot as the CMS);;;;false;;;;2026-01-15
145b3ffe-a617-4ae6-81cb-cbdb2580ef0f;;MID20256195;LiveRecover - Marketing services;canceled;recurring;strategic;7000;invoice;70;2025-06-26;;;;;90172531060;2153;193514801304854;points;false;Tier 4;2026-01-19 19:29:58.049183+00;2026-01-19 19:29:58.049183+00;36988018797;Ongoing marketing services;;;;true;180;180;	-45;2025-10-01
a5e50bb9-e104-4e3c-8ca8-070f32760039;;MID20251925;Finfare - Creative services retainer;canceled;recurring;tactical;5250;invoice;52;2025-06-12;;;;;90172504974;51;9341454074930384;hours;false;Tier 4;2026-01-19 19:29:58.737431+00;2026-01-19 19:29:58.737431+00;34740228782;Creative services;;;175;false;203;0;	-30;2025-07-22
30fce554-0dfa-4c62-a694-d8cdd6a24330;;MID20253337;Chetu - Aligned growth engine;inactive;project;strategic;0;invoice;0;2025-06-09;;;;;90172509652;2159;193514801304854;points;false;Tier 1;2026-01-19 19:29:59.760266+00;2026-01-19 19:29:59.760266+00;37936566866;Aligned growth engine leading to the long-term engagement;;;;false;;;;
a21682a5-44dc-4a96-aa1a-ca36636e9b1f;;MID20259155;LiveRecover - Aligned Growth Engine;inactive;project;strategic;0;invoice;0;2025-05-13;;;;;90172427572;2153;193514801304854;points;false;Tier 1;2026-01-19 19:30:00.451002+00;2026-01-19 19:30:00.451002+00;36402520580;An AGE client for $0 designed to turn into a longer term agreement.;;;;false;;;;
f0af7c05-68be-4bc1-ae2b-ecde4ff2cc7a;;MID20256815;Noetic - Aligned Growth Engine;inactive;project;strategic;8000;invoice;0;2024-12-22;;;;;;2101;193514801304854;points;false;Tier 4;2026-01-19 19:25:26.491552+00;2026-01-19 19:30:01.360669+00;29418410521;Aligned growth engine;;;;false;;;;
5814ec3b-dcea-44c2-b92f-40cdb8ef0f0a;;MID20252352;Finfare - Brand activation project;inactive;project;tactical;0;invoice;0;2025-03-26;;;;;90172306400;51;9341454074930384;points;false;Tier 4;2026-01-19 19:30:02.054402+00;2026-01-19 19:30:02.054402+00;34606799704;"Brand activation project; including website development";;;;false;;;;2025-07-17
0036b0f2-cca7-455e-9a89-d0fe30520d70;;MID20259483;RapidSOS - Podcast production services;canceled;recurring;tactical;2500;credit_card;25;2024-01-18;;;;;;892;123145757279014;points;false;Tier 4;2026-01-19 19:30:02.394717+00;2026-01-19 19:30:02.394717+00;21821110335;Podcast production services;;;;true;90;90;	-45;
1182607a-54e7-48ba-9d78-ccb67eff5838;;MID20253091;Modis Dental - Podcast production services;canceled;recurring;tactical;4500;invoice;45;2024-04-01;;;;;90020895770;868;123145757279014;points;false;Tier 4;2026-01-19 19:30:02.739661+00;2026-01-19 19:30:02.739661+00;XXXXXXXXXX;"3 shows; 3 episodes per month";;;;true;90;90;	-45;2026-01-01
2c1f2101-7619-42bb-840a-f17876301889;;MID202510021;24-7 Dance - Hosting;active;recurring;tactical;50;invoice;0;2024-01-01;;;;;;1382;193514801304854;points;true;Tier 4;2026-01-19 19:30:03.082283+00;2026-01-19 19:30:03.082283+00;XXXXXXXXXXX;Website hosting plan;;;;true;30;30;	-30;
1c947e93-4c68-4b1c-b7ab-fb5178c96edf;;MID202510019;Atlanta Micro - Hosting;active;recurring;tactical;100;invoice;1;2024-01-17;;;;;;237;193514801304854;points;true;Tier 4;2026-01-19 19:30:03.43993+00;2026-01-19 19:30:03.43993+00;XXXXXXXXXXX;Website hosting plan;;;;true;365;365;	-30;2027-01-01
b567617a-e09e-46b8-9770-b882ebb31418;;MID202510002;Baseline Technologies - Hosting;active;recurring;tactical;200;credit_card;2;2024-03-13;;;;;;372;193514801304854;points;true;Tier 4;2026-01-19 19:30:03.799337+00;2026-01-19 19:30:03.799337+00;XXXXXXXXXXX;Website Care Plan: Hosting & Updates https://dashboard.stripe.com/acct_1NiRVqEIu4BG5ePB/subscriptions/sub_1OtuMIEIu4BG5ePBc7QHjIcs;;;;true;30;30;	-30;
3dbb1757-227e-48ec-93d7-2284ee295522;;MID202510012;Bel Air Construction - Hosting;canceled;recurring;tactical;200;credit_card;2;2024-01-24;;;;;;268;193514801304854;points;true;Tier 4;2026-01-19 19:30:04.144892+00;2026-01-19 19:30:04.144892+00;XXXXXXXXXXX;Website Care Plan: Hosting & Updates;;;;true;30;30;	-30;
539f67fe-0248-4cd6-9f5d-16d3e495bd62;;MID202510013;Bill Hall DDS - Hosting;active;recurring;tactical;200;credit_card;2;2024-02-22;;;;;;2149;193514801304854;points;true;Tier 4;2026-01-19 19:30:04.493649+00;2026-01-19 19:30:04.493649+00;XXXXXXXXXXX;Website Care Plan: Hosting & Updates https://dashboard.stripe.com/acct_1NiRVqEIu4BG5ePB/subscriptions/sub_1OmhKuEIu4BG5ePBf7WOXJMO;;;;true;30;30;	-30;
c0bff93a-cbe1-4c6c-b3d8-372bde641aae;;MID202510024;Classic Home Advisors - Hosting;active;recurring;tactical;50;invoice;0;2021-05-01;;;;;;1414;193514801304854;points;true;Tier 4;2026-01-19 19:30:04.834824+00;2026-01-19 19:30:04.834824+00;XXXXXXXXXXX;Website hosting plan;;;;true;365;365;	-30;2026-05-01
60259faf-43d9-404f-977a-808f929810a9;;MID202510018;Edgewater Federal - Hosting;active;recurring;tactical;545;invoice;5;2024-01-18;;;;;;1335;193514801304854;points;true;Tier 4;2026-01-19 19:30:06.574947+00;2026-01-19 19:30:06.574947+00;XXXXXXXXXXX;Website hosting plan;;;;true;365;365;	-30;2026-03-01
6e9806fd-f240-4566-8ba8-198d58df3fb7;;MID202510015;Logistics Lighting - Hosting;inactive;recurring;tactical;200;credit_card;2;2024-02-15;;;;;;303;193514801304854;points;true;Tier 4;2026-01-19 19:30:10.181775+00;2026-01-19 19:30:10.181775+00;XXXXXXXXXXX;Website Care Plan: Hosting & Updates;;;;true;30;30;	-30;
5d55d9fa-bce8-434b-8720-091c6f607f8d;;MID202510023;Teletrust - Hosting;canceled;recurring;tactical;50;invoice;0;2022-04-01;;;;;;1455;193514801304854;points;true;Tier 4;2026-01-19 19:30:11.883545+00;2026-01-19 19:30:11.883545+00;XXXXXXXXXXX;Website hosting plan;;;;true;30;30;	-30;
81828633-afca-4b02-80ad-9990701fb437;;MID20253841;TrueNAS - Campaign retainer;canceled;recurring;tactical;5250;invoice;52;2025-04-09;;;;;90172342794;45;9341454074930384;points;false;Tier 1;2026-01-19 19:30:13.595521+00;2026-01-19 19:30:13.595521+00;29946860205;Campaign management;;;;false;90;0;	-14;
82729148-9bca-4962-add1-01206e0623cd;;MID20258089;Realtime Robotics - Brand activation project;inactive;project;tactical;38475;invoice;0;2024-12-02;;;;;90172248146;13;9341454074930384;points;false;Tier 4;2026-01-19 19:30:15.341274+00;2026-01-19 19:30:15.341274+00;XXXXXXXXXXX;"The Brand Activation Project is a comprehensive marketing project that includes the development of a revised brand; messaging; and website.";;;;false;;;;
e1806059-d852-4791-a782-6ecb81e2343c;;MID20259055;"Cybernetix - Creative; digital; website services";active;recurring;tactical;0;invoice;25;2024-06-07;;;;;90172248173;59;9341454074930384;hours;false;Tier 4;2026-01-19 19:30:17.072593+00;2026-01-19 19:30:17.072593+00;XXXXXXXXXXX;"Creative; digital; website services";;;175;false;0;0;0;
446363c4-0f46-4a61-9b40-255474b72253;;MID20253346;Beamable Network - Website project;inactive;project;tactical;13750;invoice;0;2025-04-17;;;;;90172368083;46;9341454074930384;points;false;Tier 4;2026-01-19 19:30:18.8147+00;2026-01-19 19:30:18.8147+00;35872380560;"Beamable is seeking a full rebuild of the Beamable.Network website to migrate it from its current rigid architecture to a more flexible and user-friendly CMS; such as WordPress. The goal is to empower the marketing team to make updates independently; while modernizing the site's look and ensuring it remains true to Beamable's overall brand.";;;;false;;;;
8e4bcd63-cf2d-4673-9b05-78bac6fa4657;;MID20254457;Wilburn - Content marketing services;active;recurring;tactical;1750;invoice;17;2025-01-01;;;;;104329044;307;193514801304854;points;false;Tier 4;2026-01-19 19:30:20.537844+00;2026-01-19 19:30:20.537844+00;21822519851;"Blog posts; website maintenance";;;;true;90;90;	-45;2026-02-01
2431f92d-e0e9-465d-9e6b-1b86543a156d;;MID20258897;Thermo Fisher - Content marketing services;canceled;recurring;tactical;1995;credit_card;20;2021-12-09;;;;;90020895716;635;123145757279014;points;false;Tier 4;2026-01-19 19:30:22.301864+00;2026-01-19 19:30:22.301864+00;30232624745;Podcast production services;;;;true;30;30;	-30;
ade9bb8a-fde3-4756-a63e-11ce7f227292;;MID20259631;Ricoh - Marketing services;active;recurring;tactical;9500;invoice;95;2025-10-01;;;;;90172318974;1689;193514801304854;points;false;Tier 2;2026-01-19 19:30:24.052896+00;2026-01-19 19:30:24.052896+00;34562006594;"Marketing services such as content creation; creative services; etc.";;;;false;182;0;0;2026-02-01
68a3f3dd-323f-42cb-bade-55dd8454c49f;;MID20256650;Inside Tracker - Podcast services;active;recurring;tactical;2500;credit_card;35;2024-08-22;;;;;90020895704;653;123145757279014;points;false;Tier 4;2026-01-19 19:30:25.783856+00;2026-01-19 19:30:25.783856+00;21821068676;Podcast content services;;;;true;90;90;45;
ca141f89-32e5-42c5-8c4d-bb32dee9aef2;;MID20259985;BioSafe - Marketing services;active;recurring;tactical;10300;credit_card;100;2023-08-11;;;;;115336658;1768;193514801304854;points;false;Tier 4;2026-01-19 19:30:27.558831+00;2026-01-19 19:30:27.558831+00;21821145128;"ABM; paid; content; website maintenance";;;;true;90;90;	-45;2026-02-01
ff2ef389-756d-4ece-b525-93fab32170d6;;MID20253611;Planon - Marketing Services;active;recurring;strategic;6000;invoice;60;2025-04-11;;;;;90172263723;2126;193514801304854;points;false;Tier 1;2026-01-19 19:30:29.327195+00;2026-01-19 19:30:29.327195+00;34825468052;"ABM; paid services and content";;;;true;270;90;	-45;2026-02-01
a44fa45f-a069-4b9b-94ee-1f72780f8fc3;;MID20250001;AutoBytes - Marketing Services;inactive;recurring;strategic;10000;credit_card;100;2025-10-01;;;;;90172035825;2102;193514801304854;points;false;Tier 4;2026-01-19 19:30:31.647427+00;2026-01-19 19:30:31.647427+00;30791559246;Some interesting stuff here;;;;true;30;0;0;2025-06-01
6da7649c-f49e-473e-82ba-fd2d63634cb3;;MID202510020;Community IT - Hosting;active;recurring;tactical;295;invoice;3;2024-01-18;;;;;;1319;193514801304854;points;true;Tier 4;2026-01-19 19:30:05.18093+00;2026-01-19 19:30:05.18093+00;XXXXXXXXXXX;Website hosting plan;;;;true;365;365;	-30;2027-01-01
b02042f3-1663-49fb-99e2-bfd15ae1d8b9;;MID202510014;Engage - Hosting;active;recurring;tactical;50;credit_card;0;2024-01-17;;;;;;172;193514801304854;points;true;Tier 4;2026-01-19 19:30:06.921095+00;2026-01-19 19:30:06.921095+00;XXXXXXXXXXX;Launchr Website Hosting https://dashboard.stripe.com/acct_1NiRVqEIu4BG5ePB/subscriptions/sub_1QiNc4EIu4BG5ePBLZQPUwLu;;;;true;30;30;	-30;
