contract_id,account_id,quickbooks_business_unit_id,quickbooks_customer_id,deal_id,contract_name,contract_description,contract_status,hosting,amount,payment_type,customer_display_type,engagement_type,clickup_folder_id,contract_type,services_provided,contract_start_date,contract_renewal_date,contract_end_date,points_purchased,points_working,points_delivered,points_balance,priority,account_manager,team_manager,points_burden,monthly_points_allotment,link_to_slack_channel,created_at,updated_at,external_id,dollar_per_hour,autorenewal,initial_term_length,subsequent_term_length,notice_period,next_invoice_date
3b436296-e287-40d4-a508-3da122f84d7d,3c8fe5aa-bdd7-42ec-a4e1-7472d06fa449,193514801304854,2102,52332113843,AutoBytes - 2026 Services,AutoBytes - 2026 Services,active,false,4000.00,invoice,points,strategic,90174968281,recurring,,2025-12-31,,,,,,,Tier 1,89321438,89288697,,70.00,,2025-12-22 15:04:12.947637+00,2026-02-07 13:14:28.34555+00,MID20253356,,true,365,90,45,2026-03-01
30a4aca3-1a3f-46e1-b24f-1c6e39580e6f,c761d094-10e0-40f5-b2d4-42c920bf36a0,193514801304854,2195,38333882931,Milestone Towers - Aligned Growth Engine,"In-Depth Research and Strategy Process
Comprehensive analysis of historical performance, market landscape, and competitor positioning to build a tailored strategy.
Alignment on Goals and Success Metrics
Collaborate to define “ROI” for your business and ensure both teams share a unified understanding of objectives and key metrics.
Annual and Quarterly Goal Setting 
Establish benchmarks, define key metrics, and outline a strategic roadmap for the first quarter.
Foundation Research & Roadmap Documentation
Delivery of 100+ pgs. of documentation outlining the results of both the research and strategy work completed during the launch phase.
",active,false,8000.00,invoice,points,strategic,90175301117,project,,2025-12-12,,,,,,,Tier 1,89288697,89288697,,0.00,,2025-12-12 17:57:44.181297+00,2026-01-23 20:38:51.991054+00,MID20252432,,false,,,,
6c3d92d3-138c-4e37-a488-ef1cc27aae0a,54392a3a-f576-468d-ac04-5a40ab0a19fb,193514801304854,2189,48476347916,Gallagher & Mohan - Ongoing Marketing Services - Post AGE,Gallagher & Mohan - Ongoing Marketing Services - Post AGE,active,false,6000.00,invoice,points,strategic,90174760409,recurring,,2025-12-14,,,,,,,Tier 1,89230992,89288697,,60.00,,2025-12-08 19:19:19.438903+00,2026-02-07 13:14:23.092055+00,MID20256782,,true,180,180,-45,2026-03-01
b457c868-792c-4a19-b4bd-7fc7176867a3,21a640c8-d084-4b9d-afb4-c4ae2f4d3e2d,193514801304854,2192,48181079355,Washington Speaker's Bureau - Aligned Growth Engine Launch,Washington Speaker's Bureau - Aligned Growth Engine Launch,inactive,false,6000.00,invoice,points,strategic,90174558390,project,,2025-12-04,,,,,,,Tier 1,60810281,60810281,,0.00,,2025-12-04 18:34:12.767454+00,2026-02-01 04:54:21.025855+00,MID20251958,,false,,,,
58227204-4a34-452c-b398-edcbfae6d3b1,55be1d17-d742-41f5-89d5-7e60763f12c8,9341454074930384,14,47416277118,Rugged Robotics - Marketing services,"Based on conversations and information shared by Rugged
Robotics, we have prepared a list of priorities for this
engagement. Services may include (but is not limited to)
any of the following:
● Manage ABM
● Manage Paid Media
● Manage Website
● Manage Performance Reporting
● Manage Tech Stack
● Conduct Weekly Meetings
The above equates to ~50 points per month
",active,false,6000.00,invoice,points,tactical,90174380918,recurring,,2025-12-01,,,,,,,Tier 4,89230992,50351772,,60.00,,2025-12-02 01:40:15.13252+00,2026-02-07 13:14:28.056054+00,MID20251456,,true,150,150,45,2026-03-01
a9eb84d6-efa2-410d-82f0-2cf82b501d51,699069be-c709-4688-b654-d8c449068d9c,193514801304854,2186,46794722862,Kersten Talent Capital - Aligned Growth Engine Ongoing Services,Kersten Talent Capital - Aligned Growth Engine Ongoing Services,active,false,8000.00,invoice,points,strategic,90173953398,recurring,,2025-11-13,,,,,,,Tier 4,89312700,89288697,,100.00,,2025-11-13 17:09:40.371661+00,2026-02-07 13:14:23.913711+00,MID20256525,,false,365,365,45,2026-03-01
957fb353-ca92-4dce-b0a7-ecf9cdc0a005,12730ff9-d84e-4ff3-a9ef-110ec6b845f0,9341454074930384,58,48171775030,Encamp - Ebook Designs,Ebook designs for two key deliverables,pending,false,3000.00,invoice,points,tactical,,project,,2025-11-05,,,,,,,Tier 1,60810284,60810284,,0.00,,2025-11-06 02:26:27.679752+00,2025-11-06 02:26:27.679752+00,MID20254794,,false,,,,
6140e925-28be-42cd-9677-83ecea3f8fe7,54392a3a-f576-468d-ac04-5a40ab0a19fb,193514801304854,2189,45664271499,Gallagher & Mohan - Aligned Growth Engine Launch,Gallagher & Mohan - Aligned Growth Engine Launch,inactive,false,0.00,invoice,points,strategic,90173686601,project,,2025-11-12,,,,,,,Tier 1,60810281,60810284,,0.00,,2025-11-04 19:39:11.366492+00,2025-12-15 03:51:52.62555+00,MID20252000,,false,,,,
f7092b09-1110-4278-8f9e-97813f4d72f6,16f2a4d7-e5c4-4a9a-9eb3-ba870753d3bb,193514801304854,2185,46997573430,Aquatic Informatics - Additional Q4 Marketing Services Support,Additional support for Q4 marketing activities,active,false,12000.00,invoice,points,tactical,90173553916,project,,2025-11-01,,,,,,,Tier 3,95153711,89288697,,0.00,,2025-10-30 02:34:21.233246+00,2026-02-07 13:14:25.792793+00,MID20254834,,false,,,,2025-11-01
e860f4c7-e7eb-4f33-bfbe-89ce6c3af900,8d374897-edf2-47d6-96dc-fd2688c53959,193514801304854,2187,43739929877,Magnalign - Video Project Bundle,Magnalign - Video Project Bundle,active,false,13500.00,invoice,points,tactical,90173466176,project,,2025-10-28,,,,,,,Tier 3,89312700,50351772,,0.00,,2025-10-23 15:46:53.33737+00,2025-11-12 03:33:42.354261+00,MID20258018,,false,,,,
0570d078-cd49-466f-80b7-ba1228ba3dd7,,9341454074930384,,45748739381,Bionomous - Aligned Growth Engine Launch,Bionomous Aligned Growth Engine Launch,inactive,false,0.00,invoice,points,strategic,90173403282,project,,2025-10-24,,,,,,,Tier 1,60810284,60810284,,0.00,,2025-10-21 17:15:08.105987+00,2025-12-22 14:16:24.302496+00,MID20256341,,false,,,,
6d17d12c-f90a-4922-84c7-a5801498aa5d,,193514801304854,2186,45725819544,Kersten Talent Capital - Aligned Growth Engine Launch,Aligned Growth Engine Launch,inactive,false,6000.00,invoice,points,strategic,90173365046,project,,2025-10-22,,,,,,,Tier 1,60810284,60810284,,60.00,,2025-10-21 16:26:50.972884+00,2025-11-17 02:18:09.843926+00,MID20253604,,false,,,,
100d00ca-8406-41c9-b765-b23852387939,,9341452190397078,,45894056034,Lumen5 - Show Notes,10 Show Notes,pending,false,2000.00,invoice,points,tactical,,project,,2025-11-01,,,,,,,Tier 4,89321438,60810281,,20.00,,2025-10-13 14:45:43.555152+00,2025-10-13 14:45:43.555152+00,MID20252351,,false,,,,
c632e055-a06d-4eab-8e52-d1ac3868840f,23285852-b7f1-4eba-9009-db7b0a18f1be,193514801304854,,34639415820,Powerhouse Gym - Hubspot Reseller,Resold Hubspot,active,true,181.50,invoice,points,tactical,,recurring,,2025-03-25,,,,,,,Tier 4,60810284,60810284,,0.00,,2025-09-29 20:47:42.63316+00,2025-09-29 20:47:42.63316+00,MID20258655,,false,365,0,0,
ddb3d91b-9847-429f-b991-46514420823a,522d9959-54cd-45b1-b415-7c686e3f7b72,193514801304854,,39040542594,Ponce Bank - Hubspot Reseller Deal,Referral commission for reselling Hubspot,active,true,1178.87,invoice,points,tactical,,recurring,,2025-06-27,,,,,,,Tier 4,60810284,60810284,,0.00,,2025-09-29 20:45:30.645817+00,2025-09-29 20:45:30.645817+00,MID20253745,,false,365,0,0,
01e47a61-3d82-419c-8c13-5ae133cfe995,e20a794e-5461-4e26-81a2-e53eae6e4e37,193514801304854,,43715516006,Adorama Business Solutions - Initial Contract,Adorama Business Solutions - Initial Contract,pending,false,6300.00,invoice,points,tactical,,recurring,,2025-09-22,,,,,,,Tier 1,60810284,60810284,,63.00,,2025-09-18 16:26:32.814966+00,2025-09-18 16:26:32.814966+00,MID20254683,,true,30,30,30,
d3791562-e535-47cb-ad27-26ae5e00ea35,94f044ac-c67d-4c4c-818c-de31211b3ef8,193514801304854,,43694829316,MONTICELLOAM - Aligned Growth Engine Launch,Aligned Growth Engine Launch,inactive,false,0.00,invoice,points,strategic,90172690314,project,,2025-09-18,,,,,,,Tier 1,60810284,60810284,,0.00,,2025-09-18 13:13:51.199887+00,2025-11-17 02:15:51.196066+00,MID20253679,,false,,,,
c7b01334-501f-485f-9d59-298d0358d787,8d374897-edf2-47d6-96dc-fd2688c53959,193514801304854,2181,40474701716,Magnalign - Aligned Growth Engine,Aligned Growth Engine,inactive,false,0.00,invoice,points,strategic,90172685647,project,,2025-09-18,,,,,,,Tier 1,60810284,60810284,,0.00,,2025-09-16 15:16:22.265025+00,2025-10-30 22:11:12.495494+00,MID20255806,,false,,,,
a557ffc1-15ed-4391-99ba-01fae00017c5,6f5c4a6f-c974-49ed-8ed5-3572eaa40d1f,193514801304854,2179,43542904929,Data Assessment Solutions - Ongoing Marketing Services,"ABM, content for the U.S. market",active,false,8000.00,invoice,points,strategic,90172685723,recurring,,2025-09-16,,,,,,,Tier 4,89230992,89288697,,80.00,,2025-09-11 01:17:51.798678+00,2026-02-07 13:14:24.922934+00,MID20255120,,true,90,90,-30,2026-03-01
c89967de-765d-40eb-b138-eb5fb8de0660,16f2a4d7-e5c4-4a9a-9eb3-ba870753d3bb,193514801304854,2185,43098985042,Aquatic Informatics - Hubspot Implementation,Hubspot implementation,active,false,10000.00,invoice,points,strategic,90173310160,recurring,,2025-10-21,,,,,,,Tier 3,95153711,89288697,,100.00,,2025-09-10 01:42:31.872183+00,2026-02-07 13:14:26.423293+00,MID20252924,,true,180,90,-45,2026-03-01
29db08f1-c4df-44a6-bdea-aa91dbfaf268,6f5c4a6f-c974-49ed-8ed5-3572eaa40d1f,193514801304854,,41953535554,Data Assessment Solutions - Aligned Growth Engine,Aligned Growth Engine launch.,inactive,false,0.00,invoice,points,strategic,90172650172,project,,2025-08-27,,,,,,,Tier 1,89321438,89288697,,0.00,,2025-08-27 16:05:28.089741+00,2025-09-16 22:33:06.091664+00,MID20251898,,false,,,,
3eb5fb63-131c-48c4-84d6-bde0b4654403,e330a1ec-650e-40c9-9c38-37df49667e05,9341452190397078,,41659516525,ECRI - Whitepaper - Virtual Roundtables,7000 designed white paper,inactive,false,0.00,invoice,points,tactical,90172636086,project,,2025-08-20,,,,,,,Tier 4,50351772,50351772,,0.00,,2025-08-12 15:22:51.65857+00,2025-10-02 00:53:37.159544+00,MID20252540,,false,,,,
478c3bad-8b4b-4738-9db7-4c4ffb6db768,7cababd4-09cf-461b-aa83-69124deca181,193514801304854,2174,40445863050,Ecosystems - Aligned Growth Engine,This will be an Aligned Growth Engine. We're doing it for $0 so we'll need to credit 80 (60?) points to them. This will have massive upside and will be spearheaded by Tristan and Justin.,active,false,0.00,invoice,points,strategic,90172614805,project,,2025-08-08,,,,,,,Tier 1,60810284,60810281,,0.00,,2025-08-09 15:22:37.23825+00,2025-08-09 15:22:37.23825+00,MID20253508,,false,,,,
b94b3de3-0ca9-4b43-aef7-bbcbda0291c3,90ebbba4-66a2-4e91-aeb6-f2004b9cc81a,123145757279014,903,39892885600,Friends & Family Capital,"Repurposing a webinar

Based on conversations and information shared by Friends & Family Capital, we have prepared a  list of priorities for this content marketing services proposal. Services will include the following: 

Intro/outro + intro/outro animations
Graphics package
Full length edited version
Short clips for social
",inactive,false,2000.00,invoice,points,tactical,90172614095,project,,2025-08-01,,,,,,,Tier 4,50351772,50351772,,20.00,,2025-08-01 00:02:42.003374+00,2025-09-29 20:50:55.986696+00,MID20258111,,false,,,,
e2cbcc56-0f7b-4579-a6bc-346bd69d1e1d,0fb4e1e4-90ef-45dc-b732-8f108bd71241,193514801304854,2162,40852271013,Savvy Source - Monthly marketing services,"ABM, content, reporting",inactive,false,4000.00,invoice,points,strategic,90172589972,recurring,,2025-08-01,,,,,,,Tier 2,89281182,89158970,,60.00,,2025-07-25 17:55:23.596524+00,2025-10-24 17:49:57.062252+00,MID20253882,,true,90,90,-15,2025-11-01
1bd2f1c1-83fd-45c6-9e2b-e4a655e1287e,c556e099-bf47-41f6-aad5-a5c9699df73e,193514801304854,2159,39015463566,Chetu - Monthly Marketing Services,"Webinar and Influencer Strategies. ",pending,false,30000.00,invoice,points,strategic,XXXXXXXXXXX,recurring,,2025-08-01,,,,,,,Tier 1,50351772,50351772,,300.00,,2025-07-25 03:37:52.578684+00,2025-07-25 03:37:52.578684+00,MID20253005,,false,90,30,-15,
5658badd-6edf-443b-80eb-f0756c672ef4,e19e227c-eee9-43ac-b48e-f36faa88ae08,,902,34631459448,Caxton - Podcast series,A set of 12 podcast episodes to support a NYT book,pending,false,12000.00,invoice,points,tactical,XXXXXXXXXXX,project,,2025-08-01,,,,,,,Tier 1,50351772,50351772,,0.00,,2025-07-24 13:42:22.697565+00,2025-07-24 13:42:22.697565+00,MID20258984,,false,,,,
c128746b-c63f-44c9-8796-091061581bab,f6fe0b46-52a7-4265-8509-5e78b2b84675,123145757279014,889,39333709418,Ease - Content marketing services,Additional content services,inactive,false,5000.00,invoice,points,tactical,90172586528,recurring,,2025-07-17,,,,,,,Tier 4,89312700,50351772,,55.00,,2025-07-17 18:16:50.932386+00,2026-02-01 04:29:32.081554+00,MID20255660,,true,90,90,-45,2025-08-01
995836fa-9b0e-4372-aa4f-43da57a9e2f1,522d9959-54cd-45b1-b415-7c686e3f7b72,9341454074930384,61,35627608989,Ponce Bank - Website design and development,"Develop new website (using Hubspot as the CMS) ",active,false,0.00,invoice,points,tactical,90172561600,project,,2025-07-11,,,,,,,Tier 4,95153711,89288697,,0.00,,2025-07-11 17:14:29.322091+00,2026-02-07 13:14:28.627484+00,MID20251069,,false,,,,2025-09-15
b451dadd-ff7d-4598-b89d-2b372c7617cd,0fb4e1e4-90ef-45dc-b732-8f108bd71241,193514801304854,2162,38791325452,"Savvy Source - Aligned Growth Engine ",Discounted AGe,inactive,false,4000.00,invoice,points,strategic,90172542989,project,,2025-06-30,,,,,,,Tier 1,60810284,60810281,,0.00,,2025-06-30 22:58:43.386171+00,2025-08-02 22:40:33.154622+00,MID20258017,,false,,,,
5248c108-7dc2-454f-b4e5-369d59090804,522d9959-54cd-45b1-b415-7c686e3f7b72,9341454074930384,61,35617639566,"Ponce Bank - Creative, Digital, and Website Retainer","Creative, digital and website retainer services",active,false,8750.00,invoice,hours,tactical,90172534599,recurring,,2025-07-01,,,,,,,Tier 4,95153711,89288697,,87.00,,2025-06-29 19:51:24.605181+00,2026-02-07 13:14:26.561419+00,MID20258718,175,false,365,0,90,2026-03-01
cc1ce2cb-a498-4faa-b597-520c3d467e87,59876373-8748-4da9-b18c-e4da8a9d1ef8,193514801304854,2153,36988018797,LiveRecover - Marketing services,Ongoing marketing services,canceled,false,7000.00,invoice,points,strategic,90172531060,recurring,,2025-06-26,,,,,,,Tier 4,89288697,89288697,,70.00,,2025-06-18 19:00:24.598289+00,2025-09-22 23:55:17.601868+00,MID20256195,,true,180,180,-45,2025-10-01
508ea6ec-7573-4485-8710-fdc7a89a4b42,3ac4ec5d-aaf9-4643-ad4e-3683a0a22145,9341454074930384,51,34743588098,Finfare - Campaign management retainer,Campaign management,canceled,false,5250.00,invoice,points,tactical,XXXXXXXXXXX,recurring,,2025-06-12,,,,,,,Tier 4,89305543,89288697,,52.50,,2025-06-13 20:22:23.821338+00,2025-09-23 00:08:31.043446+00,MID20253135,,false,203,0,-30,2025-08-22
179a655c-21f3-41de-b37f-6bcd06586129,3ac4ec5d-aaf9-4643-ad4e-3683a0a22145,9341454074930384,51,34740228782,Finfare - Creative services retainer,Creative services,canceled,false,5250.00,invoice,hours,tactical,90172504974,recurring,,2025-06-12,,,,,,,Tier 4,89305543,89288697,,52.50,,2025-06-13 20:20:18.335332+00,2025-09-23 00:16:29.166998+00,MID20251925,175,false,203,0,-30,2025-07-22
98836a1b-118c-4343-ab59-020ae80d9fef,12730ff9-d84e-4ff3-a9ef-110ec6b845f0,9341454074930384,58,38465587247,Encamp - Brand activation project,Brand activation project,active,false,0.00,invoice,points,tactical,90172504180,project,,2025-06-12,,,,,,,Tier 4,89383198,50351772,,0.00,,2025-06-12 17:19:00.951149+00,2026-02-07 13:14:24.093547+00,MID20257475,,false,,,,2025-07-01
7289617f-bdcb-4246-ae70-0e0b4ade76ed,c0f0911a-de89-40b8-a21b-1aceac504178,9341452190397078,42,38591271227,Voyage Vet Advisors - Video Project,Video project,pending,false,4500.00,invoice,points,tactical,XXXXXXXXXXX,project,,2025-06-15,,,,,,,Tier 1,60810281,60810281,,0.00,,2025-06-06 15:41:24.160512+00,2025-06-06 15:41:24.160512+00,MID20254476,,false,,,,
e08472e9-b4e6-4674-baf5-758f4edddc45,c556e099-bf47-41f6-aad5-a5c9699df73e,193514801304854,2159,37936566866,Chetu - Aligned growth engine,Aligned growth engine leading to the long-term engagement,inactive,false,0.00,invoice,points,strategic,90172509652,project,,2025-06-09,,,,,,,Tier 1,60810284,60810281,,0.00,,2025-06-04 14:40:15.316295+00,2025-07-20 16:14:57.617318+00,MID20253337,,false,,,,
babf02ac-00c0-4d5d-b163-270e75156da5,9203aa42-a366-49f0-9a53-34e841ec8788,193514801304854,2154,35447504774,Summa SCI - Aligned Growth Engine,Aligned growth engine project designed to turn into a long term engagement,canceled,false,0.00,invoice,points,strategic,90172466103,project,,2025-05-21,,,,,,,Tier 1,89298465,60810281,,0.00,,2025-05-29 22:48:57.802155+00,2025-06-05 13:41:07.806394+00,MID20251755,,false,,,,
c8b17ad2-6700-4932-aca9-0db2700bcac6,59876373-8748-4da9-b18c-e4da8a9d1ef8,193514801304854,2153,36402520580,LiveRecover - Aligned Growth Engine,An AGE client for $0 designed to turn into a longer term agreement.,inactive,false,0.00,invoice,points,strategic,90172427572,project,,2025-05-13,,,,,,,Tier 1,89298465,60810281,,0.00,,2025-05-29 21:13:48.472363+00,2025-06-30 04:05:51.707253+00,MID20259155,,false,,,,
4050d3ef-ff2a-4d4d-8aca-4cad9a38dcd4,88223519-0ff1-411d-a3ad-01227c71b592,193514801304854,2152,37360291636,Enki - Aligned Growth Engine,Initial contract / deal for the Aligned Growth Engine; we are doing this to win the longer term engagement.,inactive,false,0.00,invoice,points,strategic,90172472743,project,,2035-05-29,,,,,,,Tier 1,89298465,60810281,,0.00,,2025-05-29 20:47:53.049536+00,2025-06-30 12:40:58.107023+00,MID20251093,,false,,,,
116bf3dc-0f42-434b-b28a-9f0d95d7a817,e330a1ec-650e-40c9-9c38-37df49667e05,9341452190397078,36,37157807129,ECRI - 3 blog post content bundle,"10 Principles of Systems Thinking (starts on slide 68)
14 Design Heuristics (rules of thumb) (starts on slide 41)
5 Rules of Thinking Like a Human Factors Engineer (starts on slide 115)",active,false,1800.00,invoice,points,tactical,90172469558,project,,2025-05-27,,,,,,,Tier 4,89321438,50351772,,0.00,,2025-05-27 18:27:23.522715+00,2025-07-21 04:08:18.086334+00,MID20259220,,false,0,0,0,
dc8bbe01-b539-4826-bc43-ba8be01d6cb5,43ff3784-5836-42a7-bfb6-771da4663abe,193514801304854,2101,29418410521,Noetic - Aligned Growth Engine,Aligned growth engine,completed,false,8000.00,invoice,points,strategic,,project,,2024-12-22,,,,,,,Tier 4,,,,0.00,,2025-05-26 20:22:31.30743+00,2025-05-26 20:23:06.054398+00,MID20256815,,false,,,,
18eff30d-62ca-436c-8373-94bbbfb75542,16d05491-2b17-4dd8-bf33-605c60ef1ab3,193514801304854,2144,36987863846,Agrippon - Marketing services,Stuff,active,false,5000.00,invoice,points,strategic,90172414537,recurring,,2025-06-01,,,,,,,Tier 4,89230992,89383198,,50.00,,2025-05-19 20:38:49.000636+00,2026-02-07 13:14:27.486662+00,MID20258909,,true,180,90,-45,2026-03-01
b432e942-7ac8-4cf8-bd90-840f2cc777c5,3ac4ec5d-aaf9-4643-ad4e-3683a0a22145,9341454074930384,51,34606799704,Finfare - Brand activation project,"Brand activation project, including website development",inactive,false,0.00,invoice,points,tactical,90172306400,project,,2025-03-26,,,,,,,Tier 4,89305543,89288697,,0.00,,2025-05-19 03:05:07.562162+00,2025-09-23 00:07:25.358385+00,MID20252352,,false,,,,2025-07-17
1219af52-d894-4a16-8a74-eb0c8e864dc8,e1e147af-0add-4386-8f86-fda25c0835f9,123145757279014,892,21821110335,RapidSOS - Podcast production services,Podcast production services,canceled,false,2500.00,credit_card,points,tactical,,recurring,,2024-01-18,,,,,,,Tier 4,50351772,50351772,,25.00,,2025-05-15 04:25:57.41537+00,2025-05-26 21:11:43.199539+00,MID20259483,,true,90,90,-45,
f3cb0207-af5f-4b5e-b098-c52ac701d52a,f1e64f4b-5474-4b45-b045-0d3b1dbd8302,123145757279014,868,XXXXXXXXXX,Modis Dental - Podcast production services,"3 shows, 3 episodes per month",canceled,false,4500.00,invoice,points,tactical,90020895770,recurring,,2024-04-01,,,,,,,Tier 4,89312700,50351772,,45.00,,2025-05-15 04:21:27.524591+00,2025-11-22 15:35:03.578667+00,MID20253091,,true,90,90,-45,2026-01-01
648908a5-1300-438a-afb1-24661a4173d7,4fc465ac-6d3e-4370-bdda-5e3c9567a9a2,193514801304854,1382,XXXXXXXXXXX,24-7 Dance - Hosting,Website hosting plan,active,true,50.00,invoice,points,tactical,,recurring,,2024-01-01,,,,,,,Tier 4,67296059,55396562,,0.50,,2025-05-15 04:10:26.580706+00,2025-05-15 04:10:26.580706+00,MID202510021,,true,30,30,-30,
f2384a1a-9ec0-4c7b-a949-031eddff3540,00a79866-c71b-45cb-8286-76cc02d3de18,193514801304854,237,XXXXXXXXXXX,Atlanta Micro - Hosting,Website hosting plan,active,true,100.00,invoice,points,tactical,,recurring,,2024-01-17,,,,,,,Tier 4,67296059,55396562,,1.00,,2025-05-15 04:10:26.580706+00,2026-02-07 13:14:28.128817+00,MID202510019,,true,365,365,-30,2027-01-01
d6be0731-d859-4579-ba87-d0dcb08d5406,cd2f34ad-cea4-4c1e-b928-fb183f684228,193514801304854,372,XXXXXXXXXXX,Baseline Technologies - Hosting,"Website Care Plan: Hosting & Updates

https://dashboard.stripe.com/acct_1NiRVqEIu4BG5ePB/subscriptions/sub_1OtuMIEIu4BG5ePBc7QHjIcs",active,true,200.00,credit_card,points,tactical,,recurring,,2024-03-13,,,,,,,Tier 4,67296059,55396562,,2.00,,2025-05-15 04:10:26.580706+00,2026-01-02 20:10:39.654396+00,MID202510002,,true,30,30,-30,
dc9eaf9a-e57a-493b-9b89-08d8a6e88bb1,6f3ca706-5b83-495d-8fd1-4cbfde1fe0c5,193514801304854,268,XXXXXXXXXXX,Bel Air Construction - Hosting,Website Care Plan: Hosting & Updates,canceled,true,200.00,credit_card,points,tactical,,recurring,,2024-01-24,,,,,,,Tier 4,67296059,55396562,,2.00,,2025-05-15 04:10:26.580706+00,2026-01-02 20:14:30.578596+00,MID202510012,,true,30,30,-30,
